projectname,ee_depth,ee_depth_fixed,en_depth_fixed,een_depth_fixed,eC_depth,eF_depth,eH_depth,eN_depth,eO_depth,eeC_depth,eeF_depth,eeH_depth,eeN_depth,eeO_depth,molecule,core,basis_short,method,energy_au,spin_dependent_ee_cusp,spin_dependent_ee,spin_dependent_en,spin_dependent_een
heat_ccecp_default,-0.4380094614760755,no,no,no,0.023662308917617992,,0.05164923646466666,,,0.1399883152535422,,-0.012955373825723187,,,CH2,ccECP,avdz,CCSD(T),-6.714599542326,false,false,false,false
heat_ccecp_default,-0.429834437583045,no,no,no,0.044619529744649,,0.03020545465148209,,,0.1318615680556022,,-0.04690268984037644,,,CH2,ccECP,avtz,CCSD(T),-6.722515686137,false,false,false,false
heat_ccecp_default,-0.44647443463741954,no,no,no,0.02609603783120074,,0.05060200804082466,,,0.12184805622005333,,-0.020333903544061366,,,CH3,ccECP,avdz,CCSD(T),-7.400834961635,false,false,false,false
heat_ccecp_default,-0.43463525826334054,no,no,no,0.046535713760051334,,0.028760471871481057,,,0.13660549617717643,,-0.04997312686404311,,,CH3,ccECP,avtz,CCSD(T),-7.409455845924,false,false,false,false
heat_ccecp_default,-0.37138611943742694,no,no,no,0.04170278967211066,,,0.061630695387868,,0.10647848045161422,,,0.12053602530484532,,CN,ccECP,avdz,CCSD(T),-15.449495343887,false,false,false,false
heat_ccecp_default,-0.37159294061226,no,no,no,0.028098132763941422,,,0.06891477395661466,,0.09574487880753911,,,0.11824654695681198,,CN,ccECP,avtz,CCSD(T),-15.473205419827,false,false,false,false
heat_ccecp_default,-0.35489934895613395,no,no,no,0.031937010072107454,,,,0.10475325097371266,0.11385079120442755,,,,0.12745258149657954,CO,ccECP,avdz,CCSD(T),-21.689893879564,false,false,false,false
heat_ccecp_default,-0.35440139223636896,no,no,no,0.023651483749415413,,,,0.100167531011049,0.090039378968332,,,,0.131932099042108,CO,ccECP,avtz,CCSD(T),-21.719445795398,false,false,false,false
heat_ccecp_default,-0.3527929452465615,no,no,no,0.03419665306736766,,,,0.110029646991712,0.07467706979900977,,,,0.11968169665193731,CO2,ccECP,avdz,CCSD(T),-37.766247837485,false,false,false,false
heat_ccecp_default,-0.358930598408799,no,no,no,0.030595998770790986,,,,0.11877279530702634,0.04754840426606755,,,,0.12096903839668445,CO2,ccECP,avtz,CCSD(T),-37.813037183109,false,false,false,false
heat_ccecp_default,-0.3049352989935885,no,no,no,,0.15987518536654166,,,,,0.12041048294842444,,,,F,ccECP,avdz,CCSD(T),-24.18657073355,false,false,false,false
heat_ccecp_default,-0.305717539430457,no,no,no,,0.160819630737283,,,,,0.12000834478734533,,,,F,ccECP,avtz,CCSD(T),-24.199975029766,false,false,false,false
heat_ccecp_default,-0.32707555562147705,no,no,no,,0.160253854341011,,,,,0.09593401360846888,,,,F2,ccECP,avdz,CCSD(T),-48.429031031502,false,false,false,false
heat_ccecp_default,-0.3311758288682145,no,no,no,,0.160492165730652,,,,,0.09761335326481778,,,,F2,ccECP,avtz,CCSD(T),-48.462120987536,false,false,false,false
heat_ccecp_default,-0.7460925360612716,no,no,no,,,0.06617499391859799,,,,,,,,H2,ccECP,avdz,CCSD(T),-1.173047426519,false,false,false,false
heat_ccecp_default,-0.7102241154511694,no,no,no,,,0.03376337254349633,,,,,,,,H2,ccECP,avtz,CCSD(T),-1.17455215529,false,false,false,false
heat_ccecp_default,-0.354818749599753,no,no,no,,,0.03668935269615333,,0.10813755636724233,,,-0.017959750345651206,,0.13615935885882088,H2O,ccECP,avdz,CCSD(T),-17.241346122391,false,false,false,false
heat_ccecp_default,-0.3490878722219415,no,no,no,,,0.024278587284643313,,0.11150337213082834,,,-0.04213502054174182,,0.13101003545931245,H2O,ccECP,avtz,CCSD(T),-17.257025359334,false,false,false,false
heat_ccecp_default,-0.3569348383954365,no,no,no,,,0.039705642235062996,,0.10498621771179634,,,-0.027948202235202002,,0.10897720058531378,H2O2,ccECP,avdz,CCSD(T),-33.168220883224,false,false,false,false
heat_ccecp_default,-0.361525696367781,no,no,no,,,0.029936865851571546,,0.11026996940440932,,,-0.053612265572124,,0.1102412235404431,H2O2,ccECP,avtz,CCSD(T),-33.201289481416,false,false,false,false
heat_ccecp_default,-0.384117371443377,no,no,no,0.04839878157954,,0.047476537189820325,0.061233957434093995,,0.10871841333427333,,-0.03042221218148919,0.1329357366988,,HCN,ccECP,avdz,CCSD(T),-16.162650355023,false,false,false,false
heat_ccecp_default,-0.383257101197619,no,no,no,0.039264664477377,,0.0313226032835211,0.06843532540733765,,0.10790077441756933,,-0.05671984155077332,0.12506719791045778,,HCN,ccECP,avtz,CCSD(T),-16.184995603861,false,false,false,false
heat_ccecp_default,-0.35603900926923304,no,no,no,0.031655885972135235,,0.04890990966034066,,0.10653005736864465,0.10383061918235288,,-0.07154046517581822,,0.12311074617300799,HCO,ccECP,avdz,CCSD(T),-22.222695145481,false,false,false,false
heat_ccecp_default,-0.35904123108426,no,no,no,0.027928882485907625,,0.030563054336485478,,0.11299816173463967,0.07711932857162221,,-0.09124957374534089,,0.12153459813434489,HCO,ccECP,avtz,CCSD(T),-22.250236477205,false,false,false,false
heat_ccecp_default,-0.3193564405570275,no,no,no,,0.163794481240969,0.036210373146627665,,,,0.12290636877493866,-0.018448280436440114,,,HF,ccECP,avdz,CCSD(T),-24.911172844759,false,false,false,false
heat_ccecp_default,-0.3158978453256225,no,no,no,,0.16880767595686133,0.02325615959529275,,,,0.11832020182000089,-0.043790614933063264,,,HF,ccECP,avtz,CCSD(T),-24.925114629681,false,false,false,false
heat_ccecp_default,-0.3461511556132635,no,no,no,,,0.04209292857170433,0.06157041395216066,0.099416810312713,,,-0.07105852832707733,0.08873252634591156,0.1143667691488462,HNO,ccECP,avdz,CCSD(T),-26.453402805511,false,false,false,false
heat_ccecp_default,-0.34879710212145454,no,no,no,,,0.028857586848878278,0.05759580112102233,0.10692591158880967,,,-0.08944246540630932,0.08690384607516712,0.11533302210530712,HNO,ccECP,avtz,CCSD(T),-26.481158884427,false,false,false,false
heat_ccecp_default,-0.33910839782653046,no,no,no,,,0.03945697154654966,,0.09761128782219433,,,-0.044432577909508116,,0.10091484142476044,HO2,ccECP,avdz,CCSD(T),-32.517809852822,false,false,false,false
heat_ccecp_default,-0.344804906998461,no,no,no,,,0.02865725968650188,,0.102160798700991,,,-0.06489719520603511,,0.10545080187943288,HO2,ccECP,avtz,CCSD(T),-32.551329991642,false,false,false,false
heat_ccecp_default,-0.37793224462912045,no,no,no,,,,0.06752570732245933,,,,,0.14602848404842578,,N,ccECP,avdz,CCSD(T),-9.758864562215,false,false,false,false
heat_ccecp_default,-0.37804344128479656,no,no,no,,,,0.07066061969200232,,,,,0.13951368218239998,,N,ccECP,avtz,CCSD(T),-9.767289255537,false,false,false,false
heat_ccecp_default,-0.36447968812893294,no,no,no,,,,0.06660583784332766,,,,,0.12604905794065244,,N2,ccECP,avdz,CCSD(T),-19.871219209148,false,false,false,false
heat_ccecp_default,-0.358678114702071,no,no,no,,,,0.060494646463754666,,,,,0.11403231841109954,,N2,ccECP,avtz,CCSD(T),-19.898265735398,false,false,false,false
heat_ccecp_default,-0.38795396749985106,no,no,no,,,0.041510712629336,0.06918064945793934,,,,-0.029889504753907618,0.14191706761793646,,NH,ccECP,avdz,CCSD(T),-10.39080118518,false,false,false,false
heat_ccecp_default,-0.38643213143790744,no,no,no,,,0.029757982671297138,0.06832943543080566,,,,-0.04822001642085733,0.14130982764202,,NH,ccECP,avtz,CCSD(T),-10.400147544816,false,false,false,false
heat_ccecp_default,-0.392074958101011,no,no,no,,,0.04096697355446033,0.068939143820031,,,,-0.024705341664196055,0.13824720480031288,,NH2,ccECP,avdz,CCSD(T),-11.048675516431,false,false,false,false
heat_ccecp_default,-0.38591581437837597,no,no,no,,,0.027746404060633625,0.07159915199378167,,,,-0.049811329238531994,0.12971832851916087,,NH2,ccECP,avtz,CCSD(T),-11.058827112154,false,false,false,false
heat_ccecp_default,-0.39175889035382094,no,no,no,,,0.03988275833729266,0.06968462083787866,,,,-0.02592317528989725,0.13141420993405556,,NH3,ccECP,avdz,CCSD(T),-11.731776016632,false,false,false,false
heat_ccecp_default,-0.3845823300679485,no,no,no,,,0.026285080328938372,0.07622219923966533,,,,-0.05043581879364622,0.131024682438428,,NH3,ccECP,avtz,CCSD(T),-11.74252152,false,false,false,false
heat_ccecp_default,-0.33931061896226855,no,no,no,,,,0.056944523239976994,0.10172284417669232,,,,0.10569794821126888,0.11940434950726489,NO,ccECP,avdz,CCSD(T),-25.866244966553,false,false,false,false
heat_ccecp_default,-0.3412373603588355,no,no,no,,,,0.052552641132264995,0.105215123291375,,,,0.09353340337753333,0.11495675800446355,NO,ccECP,avtz,CCSD(T),-25.896004308588,false,false,false,false
heat_ccecp_default,-0.3371970421628805,no,no,no,,,,,0.10129159366442166,,,,,0.13922814075628087,O,ccECP,avdz,CCSD(T),-15.871103305633,false,false,false,false
heat_ccecp_default,-0.33924439220183256,no,no,no,,,,,0.09766921035524967,,,,,0.13782181231330265,O,ccECP,avtz,CCSD(T),-15.887127369558,false,false,false,false
heat_ccecp_default,-0.32418394666566897,no,no,no,,,,,0.096792329966125,,,,,0.09702364706806667,O2,ccECP,avdz,CCSD(T),-31.92931377308,false,false,false,false
heat_ccecp_default,-0.3300420704306115,no,no,no,,,,,0.101237744061508,,,,,0.0996407294641071,O2,ccECP,avtz,CCSD(T),-31.962811070836,false,false,false,false
heat_ccecp_default,-0.326764935901515,no,no,no,,0.15836174100924566,,,0.09716112037538767,,0.10005050576478222,,,0.09312506526905155,OF,ccECP,avdz,CCSD(T),-40.136322498435,false,false,false,false
heat_ccecp_default,-0.3316348787555955,no,no,no,,0.165776536219708,,,0.09863741731265133,,0.09955865881136622,,,0.09506165191575333,OF,ccECP,avtz,CCSD(T),-40.170516519463,false,false,false,false
heat_ccecp_default,-0.3487247316588915,no,no,no,,,0.03926803229075,,0.10453131846753166,,,-0.017722246493466917,,0.1371739714289431,OH,ccECP,avdz,CCSD(T),-16.541303554902,false,false,false,false
heat_ccecp_default,-0.34826019551487447,no,no,no,,,0.02760271658197135,,0.10717321384799267,,,-0.03763851746952417,,0.137651354519672,OH,ccECP,avtz,CCSD(T),-16.557575264381,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.034533572924844,,,,,0.08921177967159022,,,,,C,ccECP,avdz,CCSD(T),-5.411342912145,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.04026028919666233,,,,,0.114028840762132,,,,,C,ccECP,avtz,CCSD(T),-5.41843354506,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.050413011521331666,,0.05523057935617799,,,0.05889296966059466,,-0.08751527747370844,,,C2H,ccECP,avdz,CCSD(T),-11.727066714422,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.04566562158522633,,0.032436037505314284,,,0.053333958322544,,-0.12122220778720488,,,C2H,ccECP,avtz,CCSD(T),-11.754209692591,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.05523624725313267,,0.054288202946425335,,,0.046075215815757777,,-0.09183255143233199,,,C2H2,ccECP,avdz,CCSD(T),-12.447392036314,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.05224947552345966,,0.03193236042035987,,,0.0440179355658336,,-0.12524039989116045,,,C2H2,ccECP,avtz,CCSD(T),-12.476807496745,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.02566066826482421,0.16822655591354466,,,,0.07028278112897689,0.09030884035651333,,,,CF,ccECP,avdz,CCSD(T),-29.797969950625,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.019082524208138427,0.17936658057853166,,,,0.04691292034633377,0.08529244622142977,,,,CF,ccECP,avtz,CCSD(T),-29.827076347156,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.03584951972227966,,0.051387803479739994,,,0.06981677174093066,,-0.10538969604092444,,,CH,ccECP,avdz,CCSD(T),-6.042027761382,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.041461688019158,,0.02937605324011797,,,0.07449631841380089,,-0.1221339116259209,,,CH,ccECP,avtz,CCSD(T),-6.051459307852,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.036089545165601,,0.05151883421298166,,,0.05378156690131777,,-0.10145143605753999,,,CH2,ccECP,avdz,CCSD(T),-6.709701315336,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.052694354216223996,,0.0303818490135402,,,0.05962103175051511,,-0.12453530282794399,,,CH2,ccECP,avtz,CCSD(T),-6.720828422307,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.028953985295022924,,0.051684889590104324,,,0.03637055832701707,,-0.10878041411975421,,,CH3,ccECP,avdz,CCSD(T),-7.393355496616,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.050913902742072664,,0.029210325655243136,,,0.037399053387590295,,-0.1316964692852729,,,CH3,ccECP,avtz,CCSD(T),-7.407033086225,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.045528147848447664,,,0.06579863773085733,,0.07575325063911555,,,0.08382545289348754,,CN,ccECP,avdz,CCSD(T),-15.441776923966,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.034511811291929664,,,0.072748645560776,,0.04897702084832933,,,0.07046824004126755,,CN,ccECP,avtz,CCSD(T),-15.469256635237,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.03750956434279333,,,,0.11022657424924799,0.07004153871765421,,,,0.09530477567604978,CO,ccECP,avdz,CCSD(T),-21.683173478618,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.027268743713754182,,,,0.115899053204056,0.05248334655046844,,,,0.09131284869922532,CO,ccECP,avtz,CCSD(T),-21.716073560109,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.04058469324732733,,,,0.11524320412814233,0.0404848882575501,,,,0.08560032070235112,CO2,ccECP,avdz,CCSD(T),-37.753863271085,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.036411785766718996,,,,0.124437726527977,0.017341413112454632,,,,0.07882235222027244,CO2,ccECP,avtz,CCSD(T),-37.806072158281,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16114039182222634,,,,,0.12371865754049244,,,,F,ccECP,avdz,CCSD(T),-24.186617193381,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16016646609573998,,,,,0.12048809411326933,,,,F,ccECP,avtz,CCSD(T),-24.200056962268,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16283431951172667,,,,,0.08055783134527243,,,,F2,ccECP,avdz,CCSD(T),-48.424125729368,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.1648577337512263,,,,,0.07712025125333823,,,,F2,ccECP,avtz,CCSD(T),-48.459296152765,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.06375965829043834,,,,,,,,H2,ccECP,avdz,CCSD(T),-1.172782602684,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.031423643055448244,,,,,,,,H2,ccECP,avtz,CCSD(T),-1.174722137466,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.035579145122862,,0.11080861666234533,,,-0.03600132890863244,,0.10977056066698933,H2O,ccECP,avdz,CCSD(T),-17.23784780021,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.025711927271621488,,0.11527812140258199,,,-0.062326440014323546,,0.11137112255122932,H2O,ccECP,avtz,CCSD(T),-17.255801146503,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.043316371820348004,,0.11141008828771266,,,-0.06731924603961333,,0.06794558749099912,H2O2,ccECP,avdz,CCSD(T),-33.155046056416,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.032160670507409256,,0.11647343458648698,,,-0.092685465458008,,0.06577399690927778,H2O2,ccECP,avtz,CCSD(T),-33.194579125292,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.05078765610324666,,0.046965269998802996,0.06803096553091499,,0.06236576065711245,,-0.0780054675554071,0.070189545473608,,HCN,ccECP,avdz,CCSD(T),-16.151988071712,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.04446434390075833,,0.03262452676074647,0.07671446498133133,,0.05161675720955733,,-0.11058306102642755,0.06854955750806978,,HCN,ccECP,avtz,CCSD(T),-16.180221305583,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.03800804559628866,,0.049144429647654,,0.110709713167401,0.05282142050906755,,-0.09340066019147421,,0.08519287464790044,HCO,ccECP,avdz,CCSD(T),-22.214581464959,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,0.03313065388703406,,0.02990899386255153,,0.11789639904890865,0.0439800944098216,,-0.12791601609936268,,0.08341444734419289,HCO,ccECP,avtz,CCSD(T),-22.24619787742,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16467290251399766,0.03519070002846,,,,0.11754999990086401,-0.01849283214737694,,,HF,ccECP,avdz,CCSD(T),-24.910786020183,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16936117834417466,0.02314417081361813,,,,0.11552125607798043,-0.04444182850583659,,,HF,ccECP,avtz,CCSD(T),-24.924963279455,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.04120071246608867,0.065727605338057,0.10511005265135366,,,-0.09234242162659778,0.06367208508311954,0.08444849211924356,HNO,ccECP,avdz,CCSD(T),-26.446350932511,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.029054261419511673,0.062235563870925,0.110355447550558,,,-0.11315831395259779,0.05676182427320977,0.08017282398600711,HNO,ccECP,avtz,CCSD(T),-26.477173499752,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.04225695210551733,,0.10203221296597266,,,-0.06361093445775956,,0.07427768703741155,HO2,ccECP,avdz,CCSD(T),-32.510536158374,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.03089343162912549,,0.10718725523600632,,,-0.09158199788253021,,0.0734521131493871,HO2,ccECP,avtz,CCSD(T),-32.547023216057,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.06690569204220433,,,,,0.11548721141121866,,N,ccECP,avdz,CCSD(T),-9.757666908149,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.07031841714746266,,,,,0.10695976405574355,,N,ccECP,avtz,CCSD(T),-9.766921441923,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.07042582932537267,,,,,0.08508121709187912,,N2,ccECP,avdz,CCSD(T),-19.86429372343,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.06344382529297099,,,,,0.07601947293006088,,N2,ccECP,avtz,CCSD(T),-19.894522017586,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.040745678057103996,0.07107535865230899,,,,-0.06932953856400488,0.09852741108066265,,NH,ccECP,avdz,CCSD(T),-10.387735897204,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.028368562872062356,0.07153609979831665,,,,-0.08355748188622178,0.09818501354881466,,NH,ccECP,avtz,CCSD(T),-10.398922498656,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.040806785847274,0.071708986610645,,,,-0.0690848560463871,0.08712185584091288,,NH2,ccECP,avdz,CCSD(T),-11.043892414386,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.02745868922987167,0.073731731866954,,,,-0.09233994789888222,0.09511396842946487,,NH2,ccECP,avtz,CCSD(T),-11.05689664983,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.040026053623710665,0.07762837548430633,,,,-0.0765602153310551,0.08046121781103378,,NH3,ccECP,avdz,CCSD(T),-11.725421564955,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.026143670593283784,0.08011018042017067,,,,-0.09573350088199288,0.0805265637779751,,NH3,ccECP,avtz,CCSD(T),-11.740044706701,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.062262861096235,0.10545940103513265,,,,0.07692937251980267,0.09205065468345243,NO,ccECP,avdz,CCSD(T),-25.8609267508,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,0.05725126496670666,0.10927682325127167,,,,0.06969774890635422,0.09002794950737689,NO,ccECP,avtz,CCSD(T),-25.893136136447,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,,0.10234223661934733,,,,,0.12855870997072533,O,ccECP,avdz,CCSD(T),-15.870671996542,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,,0.10360652621586666,,,,,0.12568394074655068,O,ccECP,avtz,CCSD(T),-15.887032768013,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,,0.09524747367180833,,,,,0.08576615929314578,O2,ccECP,avdz,CCSD(T),-31.925908559967,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,,,0.10270576702712132,,,,,0.08523058966503999,O2,ccECP,avtz,CCSD(T),-31.960439549104,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.16223944267902365,,,0.1008053239308,,0.08366897524684488,,,0.07791009564889244,OF,ccECP,avdz,CCSD(T),-40.132424996913,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,0.168898419183142,,,0.09978173733726699,,0.0800399252211831,,,0.07499479648426222,OF,ccECP,avtz,CCSD(T),-40.167892847364,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.03993197108763233,,0.109649231932634,,,-0.03838753163902949,,0.1172523276158111,OH,ccECP,avdz,CCSD(T),-16.539094608523,false,false,false,false
heat_ccecp_depth_neg_031,-0.31,yes,no,no,,,0.028742129416823515,,0.10735165981197699,,,-0.05374907393829822,,0.11602002238189645,OH,ccECP,avtz,CCSD(T),-16.556632005104,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.03204671964543443,,,,,0.12568576826135197,,,,,C,ccECP,avdz,CCSD(T),-5.411554299978,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.034060592266970335,,,,,0.12341713886098889,,,,,C,ccECP,avtz,CCSD(T),-5.418510497632,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.04743333511555767,,0.05505857244470833,,,0.06457634527625733,,-0.07282232963542178,,,C2H,ccECP,avdz,CCSD(T),-11.728791716987,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.04389182232824966,,0.031187939092619917,,,0.06891066967643777,,-0.10706253551805245,,,C2H,ccECP,avtz,CCSD(T),-11.755061967121,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.05634386251834167,,0.054359351771431,,,0.06263840858711245,,-0.07898202967064177,,,C2H2,ccECP,avdz,CCSD(T),-12.449732066514,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.05064955453922966,,0.0317902874640379,,,0.05089577169943066,,-0.109206831146676,,,C2H2,ccECP,avtz,CCSD(T),-12.477672812639,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.02595851673252053,0.165187350969063,,,,0.07174142380537643,0.10902451421406667,,,,CF,ccECP,avdz,CCSD(T),-29.80124373213,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.02654158763636333,0.174383512055875,,,,0.050086664529102216,0.10200223531492267,,,,CF,ccECP,avtz,CCSD(T),-29.828687076197,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.035714040277532666,,0.050884647410225664,,,0.087370882397652,,-0.09332587239755111,,,CH,ccECP,avdz,CCSD(T),-6.04223925657,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.038668595106201,,0.030131327071588145,,,0.11189010934591333,,-0.10789224418923955,,,CH,ccECP,avtz,CCSD(T),-6.051687582553,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.028779690728413482,,0.051681401183557664,,,0.06833585919207111,,-0.08849629302228222,,,CH2,ccECP,avdz,CCSD(T),-6.710244340159,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.047324758974422995,,0.03040085868896416,,,0.06313008442618222,,-0.11099772652625688,,,CH2,ccECP,avtz,CCSD(T),-6.721023340323,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.028394851436238423,,0.051234062159678996,,,0.057311554525429326,,-0.09974399002489955,,,CH3,ccECP,avdz,CCSD(T),-7.394555482411,false,false,false,false
heat_ccecp_depth_neg_033,-0.33,yes,no,no,0.048068927358513994,,0.029601736334014514,,,0.07486602194494044,,-0.11832593107443556,,,CH3,ccECP,avtz,CCSD(T),-7.407289464635,false,false,false,false
